ComplaintID,CustomerID,DateOpened,DateClosed,Channel,Product,IssueCategory,Severity,Status,Resolution,SLA_Target_Hours,FRT_Minutes,HandleTime_Minutes,CustomerSegment,Region
CX251100968,C36646,2025-11-10 15:13:00,2025-11-11 18:13:00,Facebook,Payments,Merchant payment failed,Medium,Closed,Unresolved,48,72,19,Retail,Nairobi
CX251101726,C86185,2025-11-10 15:20:00,2025-11-10 17:20:00,App,Cards,PIN reset,Low,Closed,Resolved,48,4,27,Corporate,Central
CX251110142,C60145,2025-11-10 16:03:00,2025-11-13 01:03:00,Branch,Loans,Repayment not reflecting,Low,Closed,Partially Resolved,96,18,15,SME,Rift Valley
CX251103998,C22698,2025-11-10 17:25:00,,Facebook,Mobile Banking,Transfer failed,Medium,Escalated,Unresolved,24,35,23,SME,Western
CX251100042,C67127,2025-11-10 17:27:00,2025-11-13 17:27:00,X,Accounts,Balance discrepancy,Medium,Closed,Resolved,48,6,18,SME,Nairobi
CX251106150,C27761,2025-11-10 18:13:00,2025-11-11 12:13:00,X,Internet Banking,Transfer failed,Medium,Closed,Resolved,24,16,25,Retail,Coast
CX251106844,C65018,2025-11-10 18:28:00,2025-11-11 04:28:00,WhatsApp,Internet Banking,Token/OTP issues,Low,Closed,Resolved,48,8,14,Corporate,Rift Valley
CX251110563,C24106,2025-11-10 18:32:00,2025-11-11 14:32:00,WhatsApp,Accounts,Account blocked,Low,Closed,Resolved,72,22,19,Retail,Coast
CX251105853,C35260,2025-11-10 18:45:00,2025-11-12 03:45:00,X,Agent Banking,Cash-out failed,Low,Closed,Resolved,72,15,27,Retail,Nairobi
CX251110004,C34303,2025-11-10 18:48:00,2025-11-14 09:48:00,Live Chat,Accounts,KYC update,Medium,Closed,Resolved,48,6,15,Corporate,Central
CX251108328,C75317,2025-11-10 18:53:00,2025-11-12 20:53:00,Call Centre,Agent Banking,Cash-out failed,Medium,Closed,Resolved,48,9,25,SME,Western
CX251101584,C22970,2025-11-10 19:11:00,2025-11-11 02:11:00,X,Internet Banking,Session timeout,High,Closed,Resolved,12,9,16,Corporate,Nairobi
CX251106319,C63169,2025-11-10 19:27:00,,App,ATM,Cash not dispensed,Medium,Open,Unresolved,48,2,31,SME,Nairobi
CX251108306,C54134,2025-11-10 19:29:00,2025-11-11 00:29:00,Call Centre,Cards,PIN reset,Low,Closed,Resolved,48,10,10,Retail,Rift Valley
CX251101849,C53463,2025-11-10 19:55:00,2025-11-11 01:55:00,WhatsApp,Mobile Banking,Login failure,Low,Closed,Resolved,48,14,16,Retail,Nyanza
CX251103156,C99073,2025-11-11 08:31:00,2025-11-12 08:31:00,Branch,Agent Banking,Float issues,Low,Closed,Resolved,72,25,15,Retail,Nyanza
CX251100263,C78232,2025-11-11 08:35:00,2025-11-13 00:35:00,Call Centre,Payments,Merchant payment failed,Medium,Closed,Resolved,48,5,22,Retail,Nairobi
CX251100558,C38158,2025-11-11 09:07:00,2025-11-14 17:07:00,Live Chat,Payments,Settlement delay,Medium,Closed,Resolved,48,2,29,Corporate,North Eastern
CX251106356,C76376,2025-11-11 10:51:00,2025-11-13 10:51:00,Email,Agent Banking,Float issues,Medium,Closed,Resolved,48,48,22,Corporate,Rift Valley
CX251101156,C66094,2025-11-11 11:13:00,,Facebook,Cards,Fraud alert,High,Open,Unresolved,12,20,17,Corporate,North Eastern
CX251103524,C51434,2025-11-11 11:23:00,2025-11-12 05:23:00,Facebook,Cards,Fraud alert,Low,Closed,Resolved,48,36,11,Retail,Nyanza
CX251108191,C39393,2025-11-11 11:43:00,2025-11-18 21:43:00,Branch,Accounts,KYC update,Low,Closed,Resolved,72,8,22,Corporate,Nairobi
CX251107284,C26345,2025-11-11 11:48:00,,WhatsApp,Accounts,Statement request,High,Open,Partially Resolved,36,7,36,Corporate,Western
CX251108185,C79636,2025-11-11 11:59:00,,Call Centre,Payments,Settlement delay,Low,Open,Partially Resolved,72,10,50,SME,Central
CX251109163,C19874,2025-11-11 12:17:00,2025-11-15 17:17:00,App,Payments,Settlement delay,Medium,Closed,Resolved,48,3,24,SME,North Eastern
CX251105628,C91925,2025-11-11 12:37:00,2025-11-12 03:37:00,Live Chat,Agent Banking,Float issues,Low,Closed,Resolved,72,5,14,SME,Eastern
CX251100663,C24713,2025-11-11 12:51:00,2025-11-16 05:51:00,WhatsApp,Loans,Interest dispute,Medium,Closed,Resolved,72,6,19,SME,Nyanza
CX251110232,C50435,2025-11-11 12:51:00,2025-11-11 16:51:00,X,Mobile Banking,OTP not received,Medium,Closed,Resolved,24,21,19,Retail,Nairobi
CX251110186,C44779,2025-11-11 12:54:00,2025-11-12 08:54:00,X,Mobile Banking,Transfer failed,Low,Closed,Resolved,48,14,24,Corporate,Central
CX251105851,C79770,2025-11-11 13:06:00,2025-11-13 20:06:00,Facebook,Agent Banking,Wrong posting,Low,Closed,Resolved,72,16,22,Retail,Western
CX251111789,C85557,2025-11-11 13:25:00,2025-11-11 16:25:00,Facebook,Internet Banking,Session timeout,High,Closed,Resolved,12,14,35,Corporate,Central
CX251100582,C59636,2025-11-11 13:42:00,2025-11-11 16:42:00,App,Mobile Banking,OTP not received,Medium,Closed,Resolved,24,2,28,Corporate,Rift Valley
CX251106620,C66821,2025-11-11 13:51:00,2025-11-13 19:51:00,Call Centre,Internet Banking,Beneficiary issues,Medium,Closed,Resolved,24,3,26,Retail,Western
CX251108366,C71553,2025-11-11 13:51:00,2025-11-11 22:51:00,Call Centre,Accounts,Statement request,Low,Closed,Resolved,72,4,38,SME,Rift Valley
CX251109179,C26570,2025-11-11 14:17:00,2025-11-11 16:17:00,Live Chat,Cards,PIN reset,High,Closed,Resolved,12,4,34,SME,Central
CX251100544,C76461,2025-11-11 14:39:00,2025-11-12 12:39:00,Branch,Agent Banking,Cash-out failed,High,Closed,Resolved,36,19,38,Corporate,Central
CX251107244,C38091,2025-11-11 14:47:00,2025-11-15 02:47:00,Call Centre,Loans,Interest dispute,Low,Closed,Unresolved,96,9,19,Retail,Rift Valley
CX251108077,C89997,2025-11-11 14:48:00,2025-11-11 21:48:00,Live Chat,Loans,Loan balance query,Low,Closed,Partially Resolved,96,5,28,Corporate,Western
CX251110590,C22499,2025-11-11 14:59:00,,Branch,Agent Banking,Cash-out failed,Low,Escalated,Unresolved,72,24,21,Retail,North Eastern
CX251107319,C90835,2025-11-11 15:44:00,2025-11-12 09:44:00,Facebook,Cards,Declined transaction,High,Closed,Resolved,12,18,43,Retail,Eastern
CX251102921,C73690,2025-11-11 15:50:00,2025-11-13 14:50:00,Live Chat,Accounts,Balance discrepancy,Medium,Closed,Resolved,48,2,38,Retail,Nyanza
CX251101650,C53385,2025-11-11 16:34:00,2025-11-14 11:34:00,Branch,Accounts,KYC update,High,Closed,Resolved,36,31,19,SME,Western
CX251107873,C94881,2025-11-11 16:47:00,2025-11-12 17:47:00,Branch,Accounts,Statement request,Low,Closed,Resolved,72,18,9,Retail,Western
CX251103569,C82322,2025-11-11 17:28:00,2025-11-12 09:28:00,WhatsApp,Accounts,Balance discrepancy,Medium,Closed,Partially Resolved,48,27,32,Retail,Nyanza
CX251108925,C24203,2025-11-11 18:09:00,2025-11-12 01:09:00,X,Internet Banking,Token/OTP issues,Low,Closed,Unresolved,48,11,27,Corporate,Rift Valley
CX251111678,C79383,2025-11-11 18:55:00,2025-11-12 07:55:00,Branch,Accounts,Statement request,Medium,Closed,Partially Resolved,48,13,25,SME,North Eastern
CX251108938,C34973,2025-11-11 19:48:00,2025-11-13 12:48:00,X,Agent Banking,Wrong posting,Medium,Closed,Resolved,48,12,19,Corporate,Rift Valley
CX251105537,C54743,2025-11-12 08:01:00,2025-11-13 10:01:00,X,Accounts,Account blocked,Medium,Closed,Unresolved,48,28,14,SME,Eastern
CX251100541,C27152,2025-11-12 08:25:00,2025-11-13 10:25:00,App,Payments,Merchant payment failed,Low,Closed,Resolved,72,4,29,Retail,Nyanza
CX251111403,C71381,2025-11-12 09:38:00,2025-11-14 17:38:00,Facebook,Cards,Chargeback dispute,Low,Closed,Resolved,48,53,24,Retail,Nyanza
CX251100681,C40391,2025-11-12 10:26:00,2025-11-15 08:26:00,Live Chat,Cards,Chargeback dispute,Low,Closed,Resolved,48,2,14,SME,Nairobi
CX251110734,C74668,2025-11-12 10:27:00,2025-11-13 11:27:00,Email,ATM,Card retained,Low,Closed,Resolved,72,167,45,SME,Nyanza
CX251111853,C41738,2025-11-12 10:45:00,2025-11-12 13:45:00,WhatsApp,Internet Banking,Session timeout,Low,Closed,Resolved,48,6,37,SME,Western
CX251107936,C77542,2025-11-12 10:53:00,2025-11-12 19:53:00,X,Agent Banking,Float issues,Low,Open,Partially Resolved,72,25,14,Corporate,Nyanza
CX251110745,C67112,2025-11-12 11:44:00,,Live Chat,Agent Banking,Wrong posting,Low,Escalated,Unresolved,72,3,21,Retail,Eastern
CX251102312,C59050,2025-11-12 12:13:00,,Call Centre,Mobile Banking,Transfer failed,Low,Escalated,Unresolved,48,5,14,Retail,Rift Valley
CX251107281,C25178,2025-11-12 12:17:00,2025-11-12 22:17:00,Live Chat,Cards,Declined transaction,Low,Closed,Resolved,48,4,19,Retail,Western
CX251111439,C75165,2025-11-12 12:17:00,2025-11-12 16:17:00,Call Centre,Cards,PIN reset,Low,Closed,Resolved,48,7,31,Retail,Coast
CX251101628,C92833,2025-11-12 12:21:00,2025-11-13 23:21:00,Branch,Loans,Repayment not reflecting,Low,Closed,Resolved,96,35,26,Corporate,Nyanza
CX251107565,C78445,2025-11-12 12:26:00,,Email,Payments,Reversal delay,Low,Open,Partially Resolved,72,52,21,Corporate,Rift Valley
CX251101701,C10539,2025-11-12 12:55:00,,Branch,Payments,Reversal delay,High,Open,Unresolved,36,32,23,Corporate,Nyanza
CX251108560,C55476,2025-11-12 13:09:00,2025-11-15 03:09:00,Facebook,Cards,Chargeback dispute,Medium,Closed,Resolved,24,27,23,Corporate,Eastern
CX251102815,C46867,2025-11-12 13:16:00,2025-11-13 02:16:00,App,Internet Banking,Beneficiary issues,Medium,Closed,Resolved,24,1,19,Corporate,Coast
CX251100696,C23317,2025-11-12 13:23:00,2025-11-12 20:23:00,App,ATM,ATM downtime,Low,Closed,Resolved,72,4,14,Retail,Western
CX251107999,C47989,2025-11-12 13:44:00,2025-11-14 10:44:00,X,Loans,Loan balance query,Low,Closed,Partially Resolved,96,11,27,Corporate,Coast
CX251102230,C57970,2025-11-12 13:47:00,2025-11-15 23:47:00,Call Centre,Accounts,Charges dispute,Medium,Closed,Unresolved,48,6,25,Retail,North Eastern
CX251104885,C58582,2025-11-12 14:03:00,2025-11-13 12:03:00,Call Centre,Payments,Merchant payment failed,Medium,Closed,Resolved,48,4,29,SME,Central
CX251105782,C83348,2025-11-12 14:21:00,2025-11-14 14:21:00,Call Centre,Agent Banking,Reversal delay,Low,Closed,Resolved,72,6,28,Retail,Nairobi
CX251110715,C94827,2025-11-12 14:30:00,2025-11-14 07:30:00,Branch,Accounts,Statement request,Medium,Closed,Resolved,48,7,16,Retail,Central
CX251100211,C38768,2025-11-12 15:12:00,2025-11-14 12:12:00,Email,Accounts,Account blocked,High,Closed,Resolved,36,48,16,Retail,North Eastern
CX251107866,C84498,2025-11-12 15:16:00,2025-11-14 21:16:00,WhatsApp,Agent Banking,Wrong posting,Low,Closed,Resolved,72,13,22,Retail,Rift Valley
CX251106717,C27200,2025-11-12 15:37:00,2025-11-13 13:37:00,Live Chat,Mobile Banking,App crash,Low,Closed,Resolved,48,7,18,Corporate,Coast
CX251106461,C85571,2025-11-12 15:37:00,2025-11-13 02:37:00,Email,ATM,ATM downtime,Low,Closed,Resolved,72,64,13,Retail,Rift Valley
CX251107767,C21187,2025-11-12 15:47:00,,Facebook,Agent Banking,Cash-out failed,Low,Escalated,Unresolved,72,18,26,Corporate,Central
CX251107513,C90047,2025-11-12 16:00:00,2025-11-14 10:00:00,Live Chat,ATM,Partial dispense,Medium,Closed,Resolved,48,4,12,Corporate,Coast
CX251105679,C99401,2025-11-12 16:04:00,,Call Centre,Accounts,Balance discrepancy,High,Open,Unresolved,36,3,22,SME,Nairobi
CX251102307,C28972,2025-11-12 16:11:00,2025-11-12 19:11:00,Live Chat,Cards,Card blocked,Low,Closed,Unresolved,48,1,25,Retail,Central
CX251111987,C29850,2025-11-12 16:21:00,2025-11-13 14:21:00,Facebook,Mobile Banking,Bill payment failed,Medium,Closed,Resolved,24,10,24,Corporate,Nyanza
CX251109577,C30569,2025-11-12 16:21:00,2025-11-13 13:21:00,Facebook,Internet Banking,Transfer failed,Medium,Open,Unresolved,24,21,12,Corporate,Nyanza
CX251101613,C22236,2025-11-12 16:26:00,2025-11-13 03:26:00,Live Chat,Mobile Banking,App crash,Medium,Closed,Resolved,24,3,19,Corporate,Coast
CX251101188,C75490,2025-11-12 16:32:00,2025-11-13 23:32:00,Live Chat,Payments,Duplicate debit,Low,Closed,Resolved,72,3,19,Retail,Nyanza
CX251100927,C73612,2025-11-12 16:56:00,2025-11-13 02:56:00,X,Internet Banking,Login failure,Low,Closed,Resolved,48,11,20,Corporate,Nairobi
CX251107584,C71239,2025-11-12 16:56:00,2025-11-13 17:56:00,Email,Loans,Repayment not reflecting,Medium,Closed,Partially Resolved,72,112,18,SME,Nyanza
CX251104994,C28910,2025-11-12 17:21:00,2025-11-13 03:21:00,App,Loans,Loan balance query,Low,Closed,Resolved,96,4,53,SME,Rift Valley
CX251102998,C19793,2025-11-12 17:28:00,2025-11-12 19:28:00,WhatsApp,Internet Banking,Session timeout,Medium,Open,Unresolved,24,4,14,Retail,Nairobi
CX251100324,C40912,2025-11-12 17:45:00,2025-11-13 18:45:00,WhatsApp,Mobile Banking,Transfer failed,Low,Closed,Resolved,48,12,13,Corporate,Central
CX251106324,C55408,2025-11-12 18:27:00,2025-11-12 23:27:00,Email,Internet Banking,Login failure,Medium,Closed,Resolved,24,30,19,Corporate,Rift Valley
CX251102548,C90172,2025-11-12 18:42:00,2025-11-13 10:42:00,Live Chat,Mobile Banking,Bill payment failed,Low,Closed,Resolved,48,4,8,Retail,Nyanza
CX251109835,C62192,2025-11-12 19:00:00,2025-11-12 23:00:00,App,Mobile Banking,OTP not received,Low,Closed,Resolved,48,6,15,Corporate,Nyanza
CX251111598,C57262,2025-11-12 19:03:00,2025-11-13 15:03:00,X,Mobile Banking,Transfer failed,Low,Closed,Resolved,48,12,15,SME,North Eastern
CX251109162,C43473,2025-11-12 19:44:00,2025-11-14 13:44:00,Facebook,Payments,Settlement delay,Medium,Closed,Resolved,48,14,17,SME,Rift Valley
CX251107694,C15581,2025-11-13 09:28:00,2025-11-13 14:28:00,App,Cards,Declined transaction,High,Closed,Resolved,12,3,19,SME,Central
CX251107179,C11729,2025-11-13 09:41:00,2025-11-15 04:41:00,X,ATM,Reversal delay,Medium,Closed,Unresolved,48,34,15,Corporate,Rift Valley
CX251103449,C28113,2025-11-13 09:55:00,,Email,Payments,P2P failed,Medium,Escalated,Unresolved,48,216,16,Retail,Nyanza
CX251110685,C11452,2025-11-13 10:03:00,2025-11-15 05:03:00,App,Mobile Banking,Transfer failed,Low,Closed,Resolved,48,3,15,SME,Nyanza
CX251105863,C50195,2025-11-13 10:50:00,2025-11-15 19:50:00,Call Centre,Cards,Chargeback dispute,Low,Closed,Resolved,48,8,21,Retail,Rift Valley
CX251111213,C74792,2025-11-13 11:07:00,2025-11-16 14:07:00,Live Chat,ATM,Partial dispense,Medium,Closed,Resolved,48,1,27,SME,Central
CX251103030,C53620,2025-11-13 11:08:00,2025-11-14 16:08:00,X,Payments,Merchant payment failed,Low,Closed,Resolved,72,8,17,Retail,Rift Valley
CX251105488,C71551,2025-11-13 11:25:00,2025-11-15 16:25:00,Email,ATM,Card retained,High,Closed,Resolved,36,94,21,SME,Central
CX251104769,C15747,2025-11-13 11:26:00,2025-11-14 11:26:00,Email,Payments,Reversal delay,Low,Closed,Resolved,72,41,27,SME,Nairobi
CX251109303,C74498,2025-11-13 11:32:00,2025-11-13 20:32:00,Facebook,Accounts,Statement request,Medium,Closed,Resolved,48,19,29,Corporate,Nyanza
CX251111688,C21677,2025-11-13 11:53:00,2025-11-13 20:53:00,Live Chat,Internet Banking,Transfer failed,Medium,Closed,Resolved,24,6,14,Corporate,Central
CX251101398,C13863,2025-11-13 11:58:00,2025-11-14 05:58:00,Email,Mobile Banking,Bill payment failed,Low,Closed,Resolved,48,39,16,Corporate,Rift Valley
CX251107235,C20000,2025-11-13 12:00:00,,Call Centre,Accounts,Statement request,Medium,Escalated,Unresolved,48,4,25,Retail,Nyanza
CX251106878,C30736,2025-11-13 12:02:00,2025-11-14 21:02:00,Live Chat,Cards,Chargeback dispute,Low,Open,Unresolved,48,2,29,SME,North Eastern
CX251110846,C73972,2025-11-13 12:02:00,2025-11-16 00:02:00,WhatsApp,ATM,Reversal delay,Medium,Closed,Resolved,48,6,21,SME,Nairobi
CX251107357,C15873,2025-11-13 12:12:00,2025-11-13 19:12:00,Live Chat,Agent Banking,Service unavailable,Low,Closed,Resolved,72,9,23,Corporate,Nyanza
CX251111846,C91198,2025-11-13 12:13:00,,App,Internet Banking,Transfer failed,Low,Open,Partially Resolved,48,2,18,Corporate,Coast
CX251103876,C15755,2025-11-13 12:20:00,2025-11-14 03:20:00,X,Cards,Declined transaction,Low,Closed,Resolved,48,21,40,Corporate,Central
CX251108170,C56736,2025-11-13 12:28:00,2025-11-13 18:28:00,X,Mobile Banking,OTP not received,Low,Closed,Resolved,48,15,24,SME,Rift Valley
CX251108427,C48216,2025-11-13 12:40:00,2025-11-13 19:40:00,X,Cards,Declined transaction,High,Closed,Resolved,12,15,24,Retail,Eastern
CX251100563,C12936,2025-11-13 12:42:00,2025-11-15 01:42:00,X,ATM,Cash not dispensed,Low,Escalated,Unresolved,72,13,20,Retail,Central
CX251107292,C86634,2025-11-13 13:06:00,2025-11-18 00:06:00,X,Payments,Settlement delay,Low,Closed,Resolved,72,10,34,Corporate,Eastern
CX251108283,C16142,2025-11-13 13:14:00,2025-11-13 17:14:00,Call Centre,Mobile Banking,Login failure,Low,Closed,Resolved,48,5,23,Retail,Central
CX251108743,C23111,2025-11-13 13:43:00,2025-11-14 21:43:00,Facebook,Loans,Loan balance query,Low,Closed,Resolved,96,19,32,SME,Rift Valley
CX251101579,C92100,2025-11-13 13:46:00,,Branch,Agent Banking,Service unavailable,Low,Open,Unresolved,72,28,13,Corporate,Nyanza
CX251109834,C73628,2025-11-13 14:54:00,2025-11-13 19:54:00,Branch,Mobile Banking,OTP not received,Medium,Closed,Resolved,24,16,13,Retail,Rift Valley
CX251109526,C63737,2025-11-13 15:15:00,2025-11-16 07:15:00,Branch,Agent Banking,Wrong posting,Low,Closed,Resolved,72,20,30,Corporate,Coast
CX251105034,C87381,2025-11-13 15:36:00,2025-11-13 19:36:00,WhatsApp,Internet Banking,Token/OTP issues,Medium,Closed,Resolved,24,4,10,Corporate,Coast
CX251102710,C74273,2025-11-13 15:58:00,2025-11-17 01:58:00,WhatsApp,Payments,Settlement delay,Low,Closed,Resolved,72,11,19,SME,Rift Valley
CX251107067,C94464,2025-11-13 16:14:00,2025-11-15 07:14:00,Email,ATM,Reversal delay,Low,Closed,Resolved,72,47,48,Corporate,Coast
CX251103967,C87458,2025-11-13 16:26:00,2025-11-14 16:26:00,Email,ATM,Cash not dispensed,Medium,Closed,Resolved,48,31,19,Corporate,Eastern
CX251105827,C29327,2025-11-13 16:37:00,2025-11-18 11:37:00,WhatsApp,Agent Banking,Wrong posting,High,Closed,Resolved,36,11,33,Corporate,Western
CX251100163,C61652,2025-11-13 16:39:00,2025-11-14 15:39:00,Call Centre,Internet Banking,Transfer failed,High,Closed,Resolved,12,3,27,Retail,Nairobi
CX251107993,C68092,2025-11-13 17:14:00,2025-11-14 02:14:00,Call Centre,Agent Banking,Float issues,Medium,Closed,Resolved,48,7,14,SME,North Eastern
CX251104840,C34209,2025-11-13 18:03:00,2025-11-14 06:03:00,X,ATM,ATM downtime,Medium,Closed,Partially Resolved,48,6,20,SME,Eastern
CX251101641,C77784,2025-11-13 18:26:00,,App,Internet Banking,Login failure,Low,Open,Unresolved,48,2,11,Retail,Central
CX251100730,C82859,2025-11-13 18:34:00,,Email,Mobile Banking,App crash,Low,Escalated,Unresolved,48,31,13,SME,Nairobi
CX251102163,C53271,2025-11-13 18:50:00,2025-11-14 06:50:00,Branch,Internet Banking,Transfer failed,Medium,Closed,Resolved,24,35,22,Corporate,Central
CX251108313,C43710,2025-11-13 19:00:00,2025-11-14 03:00:00,Facebook,Mobile Banking,Bill payment failed,High,Escalated,Unresolved,12,33,20,SME,North Eastern
CX251111605,C99147,2025-11-13 19:17:00,,Branch,Cards,Fraud alert,Low,Escalated,Unresolved,48,7,15,Corporate,Rift Valley
CX251107433,C38827,2025-11-13 19:21:00,2025-11-14 04:21:00,Email,Accounts,Statement request,Medium,Closed,Resolved,48,161,20,SME,Coast
CX251105453,C43442,2025-11-14 08:00:00,2025-11-14 20:00:00,Facebook,Payments,P2P failed,Medium,Escalated,Unresolved,48,29,12,Corporate,Central
CX251105564,C66127,2025-11-14 08:12:00,2025-11-14 14:12:00,Branch,Internet Banking,Session timeout,Low,Closed,Resolved,48,19,17,Retail,Rift Valley
CX251101616,C80980,2025-11-14 08:35:00,,WhatsApp,Accounts,Charges dispute,Low,Open,Unresolved,72,38,20,SME,Rift Valley
CX251101668,C40342,2025-11-14 08:42:00,2025-11-15 04:42:00,Live Chat,Mobile Banking,Transfer failed,Low,Open,Partially Resolved,48,4,12,SME,Western
CX251111544,C93606,2025-11-14 08:59:00,2025-11-16 03:59:00,Branch,Accounts,Balance discrepancy,Medium,Open,Unresolved,48,22,21,Corporate,Western
CX251106439,C82636,2025-11-14 09:13:00,2025-11-14 14:13:00,X,Agent Banking,Cash-out failed,Low,Open,Partially Resolved,72,10,25,SME,Nyanza
CX251107561,C31103,2025-11-14 09:20:00,2025-11-15 05:20:00,Facebook,Payments,Merchant payment failed,Medium,Closed,Partially Resolved,48,13,40,Corporate,Eastern
CX251101037,C61150,2025-11-14 09:32:00,2025-11-16 22:32:00,Email,Cards,Chargeback dispute,Medium,Escalated,Unresolved,24,97,13,Retail,Coast
CX251102323,C65946,2025-11-14 09:53:00,2025-11-16 03:53:00,Facebook,Loans,Repayment not reflecting,Medium,Closed,Resolved,72,28,26,Corporate,Rift Valley
CX251104032,C51202,2025-11-14 09:54:00,2025-11-15 15:54:00,App,Cards,Declined transaction,Low,Closed,Resolved,48,5,13,SME,Rift Valley
CX251105412,C44875,2025-11-14 10:15:00,2025-11-14 14:15:00,X,Cards,PIN reset,High,Closed,Resolved,12,27,19,Corporate,Central
CX251108101,C50627,2025-11-14 10:27:00,2025-11-16 18:27:00,Branch,Accounts,Balance discrepancy,Low,Open,Unresolved,72,10,20,SME,Western
CX251111802,C49430,2025-11-14 10:31:00,2025-11-16 16:31:00,Branch,Loans,Reschedule request,Low,Escalated,Unresolved,96,10,31,Corporate,Nairobi
CX251101875,C67272,2025-11-14 11:15:00,2025-11-14 22:15:00,Live Chat,Payments,P2P failed,Low,Closed,Resolved,72,3,23,Corporate,Rift Valley
CX251101383,C17947,2025-11-14 11:27:00,2025-11-15 00:27:00,Facebook,Cards,Card blocked,Low,Closed,Resolved,48,16,20,SME,North Eastern
CX251108001,C97830,2025-11-14 11:43:00,2025-11-17 11:43:00,Call Centre,Cards,Chargeback dispute,Low,Closed,Resolved,48,20,18,Retail,Coast
CX251111690,C45192,2025-11-14 11:50:00,2025-11-14 20:50:00,App,Internet Banking,Token/OTP issues,Low,Closed,Resolved,48,2,13,SME,Nyanza
CX251105060,C46385,2025-11-14 12:04:00,2025-11-14 17:04:00,Call Centre,Cards,Card blocked,Low,Closed,Resolved,48,6,19,Corporate,Western
CX251104711,C87252,2025-11-14 12:10:00,,X,Cards,Fraud alert,High,Open,Partially Resolved,12,8,18,SME,North Eastern
CX251106246,C67205,2025-11-14 12:20:00,2025-11-14 21:20:00,WhatsApp,Loans,Loan balance query,Low,Closed,Resolved,96,11,19,Retail,Nairobi
CX251110818,C90828,2025-11-14 12:41:00,,X,Mobile Banking,Login failure,Low,Escalated,Unresolved,48,32,16,Corporate,Eastern
CX251104147,C77831,2025-11-14 12:47:00,2025-11-14 15:47:00,Live Chat,Cards,PIN reset,Medium,Closed,Resolved,24,9,33,Corporate,Nyanza
CX251110118,C72972,2025-11-14 12:57:00,2025-11-15 12:57:00,WhatsApp,Agent Banking,Reversal delay,Low,Closed,Resolved,72,27,28,Retail,North Eastern
CX251110091,C28588,2025-11-14 13:34:00,2025-11-16 09:34:00,Branch,ATM,Cash not dispensed,High,Closed,Resolved,36,9,31,Corporate,Nyanza
CX251106478,C28818,2025-11-14 13:48:00,2025-11-15 02:48:00,X,Accounts,Statement request,Low,Closed,Resolved,72,35,13,Retail,North Eastern
CX251107597,C99611,2025-11-14 15:03:00,2025-11-18 17:03:00,Email,Payments,Settlement delay,Low,Closed,Resolved,72,56,15,SME,North Eastern
CX251107931,C36017,2025-11-14 15:07:00,2025-11-17 23:07:00,Email,ATM,Partial dispense,Low,Closed,Resolved,72,87,18,Retail,Rift Valley
CX251105416,C92292,2025-11-14 15:12:00,2025-11-15 00:12:00,Live Chat,ATM,ATM downtime,Medium,Closed,Unresolved,48,6,24,Corporate,Rift Valley
CX251104685,C47518,2025-11-14 16:03:00,2025-11-14 21:03:00,Call Centre,Mobile Banking,Login failure,Medium,Closed,Resolved,24,12,18,Corporate,Coast
CX251103786,C46176,2025-11-14 16:09:00,2025-11-15 08:09:00,Email,Accounts,Statement request,Low,Closed,Resolved,72,71,19,Corporate,Nyanza
CX251103843,C37923,2025-11-14 16:37:00,2025-11-15 11:37:00,WhatsApp,Loans,Top-up query,Low,Closed,Resolved,96,8,16,Retail,Central
CX251103473,C86721,2025-11-14 16:45:00,2025-11-15 08:45:00,X,Mobile Banking,Bill payment failed,Low,Closed,Resolved,48,21,31,Corporate,Eastern
CX251106016,C67821,2025-11-14 17:03:00,2025-11-15 21:03:00,Call Centre,Payments,Reversal delay,Low,Closed,Resolved,72,6,23,SME,Western
CX251109250,C51119,2025-11-14 17:12:00,2025-11-15 08:12:00,App,Agent Banking,Cash-out failed,Low,Closed,Resolved,72,4,21,Retail,Coast
CX251103996,C83534,2025-11-14 17:22:00,2025-11-17 08:22:00,Branch,ATM,Partial dispense,Low,Closed,Resolved,72,12,22,Retail,North Eastern
CX251105445,C73614,2025-11-14 17:26:00,2025-11-19 14:26:00,X,Payments,Duplicate debit,Low,Closed,Resolved,72,10,18,Retail,North Eastern
CX251105462,C29203,2025-11-14 17:58:00,,Branch,Cards,Declined transaction,High,Open,Partially Resolved,12,16,32,SME,Central
CX251110636,C55123,2025-11-14 18:20:00,2025-11-15 01:20:00,Email,Cards,Card blocked,Medium,Closed,Resolved,24,116,18,Retail,Rift Valley
CX251106741,C93599,2025-11-14 18:54:00,2025-11-19 23:54:00,X,Loans,Interest dispute,Low,Closed,Resolved,96,18,10,Retail,Central
CX251101323,C87540,2025-11-14 19:27:00,,App,Agent Banking,Wrong posting,Low,Escalated,Unresolved,72,3,12,SME,Central
CX251104274,C75821,2025-11-15 08:18:00,,X,Mobile Banking,Transfer failed,High,Escalated,Unresolved,12,25,14,SME,Nyanza
CX251107078,C53657,2025-11-15 08:21:00,2025-11-15 14:21:00,WhatsApp,Cards,PIN reset,Low,Closed,Partially Resolved,48,5,19,Corporate,Eastern
CX251106106,C86297,2025-11-15 08:30:00,2025-11-15 13:30:00,Live Chat,ATM,ATM downtime,Low,Closed,Partially Resolved,72,3,26,Corporate,Nairobi
CX251103308,C94922,2025-11-15 09:13:00,2025-11-16 04:13:00,Branch,Internet Banking,Beneficiary issues,Medium,Closed,Resolved,24,22,30,Corporate,Coast
